
# time  N22        N23        
    0.        629.4861n  629.4852n 
   36.53000p  700.0001m  997.5278n 
   36.54000p  700.0001m  980.8870n 
   36.55000p  700.0001m  964.2461n 
   36.56000p  700.0001m  947.6053n 
   36.57000p  700.0001m  930.9644n 
   36.58000p  700.0001m  914.3236n 
   36.59000p  700.0001m  897.6828n 
   36.60000p  700.0001m  881.0419n 
   36.61000p  700.0001m  864.4011n 
   36.62000p  700.0001m  847.7602n 
   36.63000p  700.0001m  831.1194n 
   36.64000p  700.0001m  814.4786n 
   36.65000p  700.0001m  797.8377n 
   36.66000p  700.0001m  781.1969n 
   36.67000p  700.0001m  764.5560n 
   36.68000p  700.0001m  747.9152n 
   36.69000p  700.0001m  731.2744n 
   36.70000p  700.0001m  714.6335n 
   36.71000p  700.0001m  697.9927n 
   36.72000p  700.0001m  681.3518n 
   36.73000p  700.0001m  664.7110n 
   36.74000p  700.0001m  648.0702n 
   36.75000p  700.0001m  631.4293n 
   36.76000p  700.0001m  614.7885n 
   36.77000p  700.0001m  598.1476n 
   36.78000p  700.0001m  581.5068n 
   36.79000p  700.0001m  564.8660n 
   36.80000p  700.0001m  548.2251n 
   36.81000p  700.0001m  531.5843n 
   36.82000p  700.0001m  514.9434n 
   36.83000p  700.0001m  498.3026n 
   36.84000p  700.0001m  481.6618n 
   36.85000p  700.0001m  465.0209n 
   36.86000p  700.0001m  448.3801n 
   36.87000p  700.0001m  431.7392n 
   36.88000p  700.0001m  415.0984n 
   36.89000p  700.0001m  398.4576n 
   36.90000p  700.0001m  381.8167n 
   36.91000p  700.0001m  365.1759n 
   36.92000p  700.0001m  348.5350n 
   36.93000p  700.0001m  331.8942n 
   36.94000p  700.0002m  315.2534n 
   36.95000p  700.0002m  298.6125n 
   36.96000p  700.0002m  281.9717n 
   36.97000p  700.0002m  265.3308n 
   36.98000p  700.0002m  248.6900n 
   36.99000p  700.0002m  232.0492n 
   37.00000p  700.0002m  215.4083n 
   37.01000p  700.0002m  198.7675n 
   37.02000p  700.0002m  182.1266n 
   37.03000p  700.0002m  165.4858n 
   37.04000p  700.0002m  148.8450n 
   37.05000p  700.0002m  132.2041n 
   37.06000p  700.0002m  115.5633n 
   37.07000p  700.0002m   98.9224n 
   37.08000p  700.0002m   82.2816n 
   37.09000p  700.0002m   65.6407n 
   37.10000p  700.0002m   48.9999n 
   37.11000p  700.0002m   32.3591n 
   37.12000p  700.0002m   15.7182n 
   37.13000p  700.0002m -922.6111p 
   37.14000p  700.0002m  -17.5635n 
   37.15000p  700.0002m  -34.2043n 
   37.16000p  700.0002m  -50.8451n 
   37.17000p  700.0002m  -67.4860n 
   37.18000p  700.0002m  -84.1268n 
   37.19000p  700.0002m -100.7677n 
   37.20000p  700.0002m -117.4085n 
   37.21000p  700.0002m -134.0493n 
   37.22000p  700.0002m -150.6902n 
   37.23000p  700.0002m -167.3310n 
   37.24000p  700.0002m -183.9719n 
   37.25000p  700.0002m -200.6127n 
   37.26000p  700.0002m -217.2535n 
   37.27000p  700.0002m -233.8944n 
   37.28000p  700.0002m -250.5352n 
   37.29000p  700.0002m -267.1761n 
   37.30000p  700.0002m -283.8169n 
   37.31000p  700.0002m -300.4577n 
   37.32000p  700.0002m -317.0986n 
   37.33000p  700.0002m -333.7394n 
   37.34000p  700.0002m -350.3803n 
   37.35000p  700.0002m -367.0211n 
   37.36000p  700.0002m -383.6619n 
   37.37000p  700.0002m -400.3028n 
   37.38000p  700.0002m -416.9436n 
   37.39000p  700.0002m -433.5845n 
   37.40000p  700.0002m -450.2253n 
   37.41000p  700.0002m -466.8661n 
   37.42000p  700.0002m -483.5070n 
   37.43000p  700.0002m -500.1478n 
   37.44000p  700.0002m -516.7887n 
   37.45000p  700.0002m -533.4295n 
   37.46000p  700.0002m -550.0703n 
   37.47000p  700.0002m -566.7112n 
   37.48000p  700.0002m -583.3520n 
   37.49000p  700.0002m -599.9929n 
   37.50000p  700.0002m -616.6337n 
   37.51000p  700.0002m -633.2745n 
   37.52000p  700.0002m -649.9154n 
   37.53000p  700.0002m -666.5562n 
   37.54000p  700.0002m -683.1971n 
   37.55000p  700.0002m -699.8379n 
   37.56000p  700.0002m -716.4787n 
   37.57000p  700.0002m -733.1196n 
   37.58000p  700.0002m -749.7604n 
   37.59000p  700.0002m -766.4013n 
   37.60000p  700.0002m -783.0421n 
   37.61000p  700.0002m -799.6829n 
   37.62000p  700.0002m -816.3238n 
   37.63000p  700.0002m -832.9646n 
   37.64000p  700.0002m -849.6055n 
   37.65000p  700.0002m -866.2463n 
   37.66000p  700.0002m -882.8871n 
   37.67000p  700.0002m -899.5280n 
   37.68000p  700.0002m -916.1688n 
   37.69000p  700.0002m -932.8097n 
   37.70000p  700.0002m -949.4505n 
   37.71000p  700.0002m -966.0913n 
   37.72000p  700.0002m -982.7322n 
   37.73000p  700.0002m -999.3730n 
   37.74000p  700.0002m   -1.0160u 
   37.75000p  700.0002m   -1.0327u 
   37.76000p  700.0002m   -1.0493u 
   37.77000p  700.0002m   -1.0659u 
   37.78000p  700.0002m   -1.0826u 
   37.79000p  700.0002m   -1.0992u 
   37.80000p  700.0002m   -1.1159u 
   37.81000p  700.0002m   -1.1325u 
   37.82000p  700.0002m   -1.1491u 
   37.83000p  700.0002m   -1.1658u 
   37.84000p  700.0002m   -1.1824u 
   37.85000p  700.0002m   -1.1991u 
   37.86000p  700.0002m   -1.2157u 
   37.87000p  700.0002m   -1.2323u 
   37.88000p  700.0002m   -1.2490u 
   37.89000p  700.0002m   -1.2656u 
   37.90000p  700.0002m   -1.2823u 
   37.91000p  700.0002m   -1.2989u 
   37.92000p  700.0002m   -1.3155u 
   37.93000p  700.0002m   -1.3322u 
   37.94000p  700.0002m   -1.3488u 
   37.95000p  700.0002m   -1.3655u 
   37.96000p  700.0002m   -1.3821u 
   37.97000p  700.0002m   -1.3988u 
   37.98000p  700.0002m   -1.4154u 
   37.99000p  700.0002m   -1.4320u 
   38.00000p  700.0002m   -1.4487u 
   38.01000p  700.0002m   -1.4653u 
   38.02000p  700.0002m   -1.4820u 
   38.03000p  700.0002m   -1.4986u 
   38.04000p  700.0002m   -1.5152u 
   38.05000p  700.0002m   -1.5319u 
   38.06000p  700.0002m   -1.5485u 
   38.07000p  700.0002m   -1.5652u 
   38.08000p  700.0002m   -1.5818u 
   38.09000p  700.0002m   -1.5984u 
   38.10000p  700.0002m   -1.6151u 
   38.11000p  700.0002m   -1.6317u 
   38.12000p  700.0002m   -1.6484u 
   38.13000p  700.0002m   -1.6650u 
   38.14000p  700.0002m   -1.6816u 
   38.15000p  700.0002m   -1.6983u 
   38.16000p  700.0002m   -1.7149u 
   38.17000p  700.0002m   -1.7316u 
   38.18000p  700.0002m   -1.7482u 
   38.19000p  700.0002m   -1.7649u 
   38.20000p  700.0002m   -1.7815u 
   38.21000p  700.0002m   -1.7981u 
   38.22000p  700.0002m   -1.8148u 
   38.23000p  700.0002m   -1.8314u 
   38.24000p  700.0002m   -1.8481u 
   38.25000p  700.0002m   -1.8647u 
   38.26000p  700.0002m   -1.8813u 
   38.27000p  700.0002m   -1.8980u 
   38.28000p  700.0002m   -1.9146u 
   38.29000p  700.0002m   -1.9313u 
   38.30000p  700.0002m   -1.9479u 
   38.31000p  700.0002m   -1.9645u 
   38.32000p  700.0002m   -1.9812u 
   38.33000p  700.0002m   -1.9978u 
   38.34000p  700.0002m   -2.0145u 
   38.35000p  700.0002m   -2.0311u 
   38.36000p  700.0002m   -2.0477u 
   38.37000p  700.0002m   -2.0644u 
   38.38000p  700.0002m   -2.0810u 
   38.39000p  700.0002m   -2.0977u 
   38.40000p  700.0002m   -2.1143u 
   38.41000p  700.0002m   -2.1310u 
   38.42000p  700.0002m   -2.1476u 
   38.43000p  700.0002m   -2.1642u 
   38.44000p  700.0002m   -2.1809u 
   38.45000p  700.0002m   -2.1975u 
   38.46000p  700.0002m   -2.2142u 
   38.47000p  700.0002m   -2.2308u 
   38.48000p  700.0002m   -2.2474u 
   38.49000p  700.0002m   -2.2641u 
   38.50000p  700.0002m   -2.2807u 
   38.51000p  700.0002m   -2.2974u 
   38.52000p  700.0002m   -2.3140u 
   38.53000p  700.0002m   -2.3306u 
   38.54000p  700.0002m   -2.3473u 
   38.55000p  700.0002m   -2.3639u 
   38.56000p  700.0002m   -2.3806u 
   38.57000p  700.0002m   -2.3972u 
   38.58000p  700.0002m   -2.4138u 
   38.59000p  700.0002m   -2.4305u 
   38.60000p  700.0002m   -2.4471u 
   38.61000p  700.0002m   -2.4638u 
   38.62000p  700.0002m   -2.4804u 
   38.63000p  700.0002m   -2.4970u 
   38.64000p  700.0002m   -2.5137u 
   38.65000p  700.0002m   -2.5303u 
   38.66000p  700.0002m   -2.5470u 
   38.67000p  700.0003m   -2.5636u 
   38.68000p  700.0003m   -2.5803u 
   38.69000p  700.0003m   -2.5969u 
   38.70000p  700.0003m   -2.6135u 
   38.71000p  700.0003m   -2.6302u 
   38.72000p  700.0003m   -2.6468u 
   38.73000p  700.0003m   -2.6635u 
   38.74000p  700.0003m   -2.6801u 
   38.75000p  700.0003m   -2.6967u 
   38.76000p  700.0003m   -2.7134u 
   38.77000p  700.0003m   -2.7300u 
   38.78000p  700.0003m   -2.7467u 
   38.79000p  700.0003m   -2.7633u 
   38.80000p  700.0003m   -2.7799u 
   38.81000p  700.0003m   -2.7966u 
   38.82000p  700.0003m   -2.8132u 
   38.83000p  700.0003m   -2.8299u 
   38.84000p  700.0003m   -2.8465u 
   38.85000p  700.0003m   -2.8631u 
   38.86000p  700.0003m   -2.8798u 
   38.87000p  700.0003m   -2.8964u 
   38.88000p  700.0003m   -2.9131u 
   38.89000p  700.0003m   -2.9297u 
   38.90000p  700.0003m   -2.9464u 
   38.91000p  700.0003m   -2.9630u 
   38.92000p  700.0003m   -2.9796u 
   38.93000p  700.0003m   -2.9963u 
   38.94000p  700.0003m   -3.0129u 
   38.95000p  700.0003m   -3.0296u 
   38.96000p  700.0003m   -3.0462u 
   38.97000p  700.0003m   -3.0628u 
   38.98000p  700.0003m   -3.0795u 
   38.99000p  700.0003m   -3.0961u 
   39.00000p  700.0003m   -3.1128u 
   39.01000p  700.0003m   -3.1294u 
   39.02000p  700.0003m   -3.1460u 
   39.03000p  700.0003m   -3.1627u 
   39.04000p  700.0003m   -3.1793u 
   39.05000p  700.0003m   -3.1960u 
   39.06000p  700.0003m   -3.2126u 
   39.07000p  700.0003m   -3.2292u 
   39.08000p  700.0003m   -3.2459u 
   39.09000p  700.0003m   -3.2625u 
   39.10000p  700.0003m   -3.2792u 
   39.11000p  700.0003m   -3.2958u 
   39.12000p  700.0003m   -3.3124u 
   39.13000p  700.0003m   -3.3291u 
   39.14000p  700.0003m   -3.3457u 
   39.15000p  700.0003m   -3.3624u 
   39.16000p  700.0003m   -3.3790u 
   39.17000p  700.0003m   -3.3957u 
   39.18000p  700.0003m   -3.4123u 
   39.19000p  700.0003m   -3.4289u 
   39.20000p  700.0003m   -3.4456u 
   39.21000p  700.0003m   -3.4622u 
   39.22000p  700.0003m   -3.4789u 
   39.23000p  700.0003m   -3.4955u 
   39.24000p  700.0003m   -3.5121u 
   39.25000p  700.0003m   -3.5288u 
   39.26000p  700.0003m   -3.5454u 
   39.27000p  700.0003m   -3.5621u 
   39.28000p  700.0003m   -3.5787u 
   39.29000p  700.0003m   -3.5953u 
   39.30000p  700.0003m   -3.6120u 
   39.31000p  700.0003m   -3.6286u 
   39.32000p  700.0003m   -3.6453u 
   39.33000p  700.0003m   -3.6619u 
   39.34000p  700.0003m   -3.6785u 
   39.35000p  700.0003m   -3.6952u 
   39.36000p  700.0003m   -3.7118u 
   39.37000p  700.0003m   -3.7285u 
   39.38000p  700.0003m   -3.7451u 
   39.39000p  700.0003m   -3.7618u 
   39.40000p  700.0003m   -3.7784u 
   39.41000p  700.0003m   -3.7950u 
   39.42000p  700.0003m   -3.8117u 
   39.43000p  700.0003m   -3.8283u 
   39.44000p  700.0003m   -3.8450u 
   39.45000p  700.0003m   -3.8616u 
   39.46000p  700.0003m   -3.8782u 
   39.47000p  700.0003m   -3.8949u 
   39.48000p  700.0003m   -3.9115u 
   39.49000p  700.0003m   -3.9282u 
   39.50000p  700.0003m   -3.9448u 
   39.51000p  700.0003m   -3.9614u 
   39.52000p  700.0003m   -3.9781u 
   39.53000p  700.0003m   -3.9947u 
   39.54000p  700.0003m   -4.0114u 
   39.55000p  700.0003m   -4.0280u 
   39.56000p  700.0003m   -4.0446u 
   39.57000p  700.0003m   -4.0613u 
   39.58000p  700.0003m   -4.0779u 
   39.59000p  700.0003m   -4.0946u 
   39.60000p  700.0003m   -4.1112u 
   39.61000p  700.0003m   -4.1279u 
   39.62000p  700.0003m   -4.1445u 
   39.63000p  700.0003m   -4.1611u 
   39.64000p  700.0003m   -4.1778u 
   39.65000p  700.0003m   -4.1944u 
   39.66000p  700.0003m   -4.2111u 
   39.67000p  700.0003m   -4.2277u 
   39.68000p  700.0003m   -4.2443u 
   39.69000p  700.0003m   -4.2610u 
   39.70000p  700.0003m   -4.2776u 
   39.71000p  700.0003m   -4.2943u 
   39.72000p  700.0003m   -4.3109u 
   39.73000p  700.0003m   -4.3275u 
   39.74000p  700.0003m   -4.3442u 
   39.75000p  700.0003m   -4.3608u 
   39.76000p  700.0003m   -4.3775u 
   39.77000p  700.0003m   -4.3941u 
   39.78000p  700.0003m   -4.4107u 
   39.79000p  700.0003m   -4.4274u 
   39.80000p  700.0003m   -4.4440u 
   39.81000p  700.0003m   -4.4607u 
   39.82000p  700.0003m   -4.4773u 
   39.83000p  700.0003m   -4.4939u 
   39.84000p  700.0003m   -4.5106u 
   39.85000p  700.0003m   -4.5272u 
   39.86000p  700.0003m   -4.5439u 
   39.87000p  700.0003m   -4.5605u 
   39.88000p  700.0003m   -4.5772u 
   39.89000p  700.0003m   -4.5938u 
   39.90000p  700.0003m   -4.6104u 
   39.91000p  700.0003m   -4.6271u 
   39.92000p  700.0003m   -4.6437u 
   39.93000p  700.0003m   -4.6604u 
   39.94000p  700.0003m   -4.6770u 
   39.95000p  700.0003m   -4.6936u 
   39.96000p  700.0003m   -4.7103u 
   39.97000p  700.0003m   -4.7269u 
   39.98000p  700.0003m   -4.7436u 
   39.99000p  700.0003m   -4.7602u 
   40.00000p  700.0003m   -4.7768u 
   40.01000p  700.0003m   -4.7935u 
   40.02000p  700.0003m   -4.8101u 
   40.03000p  700.0003m   -4.8268u 
   40.04000p  700.0003m   -4.8434u 
   40.05000p  700.0003m   -4.8600u 
   40.06000p  700.0003m   -4.8767u 
   40.07000p  700.0003m   -4.8933u 
   40.08000p  700.0003m   -4.9100u 
   40.09000p  700.0003m   -4.9266u 
   40.10000p  700.0003m   -4.9433u 
   40.11000p  700.0003m   -4.9599u 
   40.12000p  700.0003m   -4.9765u 
   40.13000p  700.0003m   -4.9932u 
   40.14000p  700.0003m   -5.0098u 
   40.15000p  700.0003m   -5.0265u 
   40.16000p  700.0003m   -5.0431u 
   40.17000p  700.0003m   -5.0597u 
   40.18000p  700.0003m   -5.0764u 
   40.19000p  700.0003m   -5.0930u 
   40.20000p  700.0003m   -5.1097u 
   40.21000p  700.0003m   -5.1263u 
   40.22000p  700.0003m   -5.1429u 
   40.23000p  700.0003m   -5.1596u 
   40.24000p  700.0003m   -5.1762u 
   40.25000p  700.0003m   -5.1929u 
   40.26000p  700.0003m   -5.2095u 
   40.27000p  700.0003m   -5.2261u 
   40.28000p  700.0003m   -5.2428u 
   40.29000p  700.0003m   -5.2594u 
   40.30000p  700.0003m   -5.2761u 
   40.31000p  700.0003m   -5.2927u 
   40.32000p  700.0003m   -5.3094u 
   40.33000p  700.0003m   -5.3260u 
   40.34000p  700.0003m   -5.3426u 
   40.35000p  700.0003m   -5.3593u 
   40.36000p  700.0003m   -5.3759u 
   40.37000p  700.0003m   -5.3926u 
   40.38000p  700.0003m   -5.4092u 
   40.39000p  700.0003m   -5.4258u 
   40.40000p  700.0003m   -5.4425u 
   40.41000p  700.0004m   -5.4591u 
   40.42000p  700.0004m   -5.4758u 
   40.43000p  700.0004m   -5.4924u 
   40.44000p  700.0004m   -5.5090u 
   40.45000p  700.0004m   -5.5257u 
   40.46000p  700.0004m   -5.5423u 
   40.47000p  700.0004m   -5.5590u 
   40.48000p  700.0004m   -5.5756u 
   40.49000p  700.0004m   -5.5922u 
   40.50000p  700.0004m   -5.6089u 
   40.51000p  700.0004m   -5.6255u 
   40.52000p  700.0004m   -5.6422u 
   40.53000p  700.0004m   -5.6588u 
   40.54000p  700.0004m   -5.6754u 
   40.55000p  700.0004m   -5.6921u 
   40.56000p  700.0004m   -5.7087u 
   40.57000p  700.0004m   -5.7254u 
   40.58000p  700.0004m   -5.7420u 
   40.59000p  700.0004m   -5.7587u 
   40.60000p  700.0004m   -5.7753u 
   40.61000p  700.0004m   -5.7919u 
   40.62000p  700.0004m   -5.8086u 
   40.63000p  700.0004m   -5.8252u 
   40.64000p  700.0004m   -5.8419u 
   40.65000p  700.0004m   -5.8585u 
   40.66000p  700.0004m   -5.8751u 
   40.67000p  700.0004m   -5.8918u 
   40.68000p  700.0004m   -5.9084u 
   40.69000p  700.0004m   -5.9251u 
   40.70000p  700.0004m   -5.9417u 
   40.71000p  700.0004m   -5.9583u 
   40.72000p  700.0004m   -5.9750u 
   40.73000p  700.0004m   -5.9916u 
   40.74000p  700.0004m   -6.0083u 
   40.75000p  700.0004m   -6.0249u 
   40.76000p  700.0004m   -6.0415u 
   40.77000p  700.0004m   -6.0582u 
   40.78000p  700.0004m   -6.0748u 
   40.79000p  700.0004m   -6.0915u 
   40.80000p  700.0004m   -6.1081u 
   40.81000p  700.0004m   -6.1248u 
   40.82000p  700.0004m   -6.1414u 
   40.83000p  700.0004m   -6.1580u 
   40.84000p  700.0004m   -6.1747u 
   40.85000p  700.0004m   -6.1913u 
   40.86000p  700.0004m   -6.2080u 
   40.87000p  700.0004m   -6.2246u 
   40.88000p  700.0004m   -6.2412u 
   40.89000p  700.0004m   -6.2579u 
   40.90000p  700.0004m   -6.2745u 
   40.91000p  700.0004m   -6.2912u 
   40.92000p  700.0004m   -6.3078u 
   40.93000p  700.0004m   -6.3244u 
   40.94000p  700.0004m   -6.3411u 
   40.95000p  700.0004m   -6.3577u 
   40.96000p  700.0004m   -6.3744u 
   40.97000p  700.0004m   -6.3910u 
   40.98000p  700.0004m   -6.4076u 
   40.99000p  700.0004m   -6.4243u 
   41.00000p  700.0004m   -6.4409u 
   41.01000p  700.0004m   -6.4576u 
   41.02000p  700.0004m   -6.4742u 
   41.03000p  700.0004m   -6.4909u 
   41.04000p  700.0004m   -6.5075u 
   41.05000p  700.0004m   -6.5241u 
   41.06000p  700.0004m   -6.5408u 
   41.07000p  700.0004m   -6.5574u 
   41.08000p  700.0004m   -6.5741u 
   41.09000p  700.0004m   -6.5907u 
   41.10000p  700.0004m   -6.6073u 
   41.11000p  700.0004m   -6.6240u 
   41.12000p  700.0004m   -6.6406u 
   41.13000p  700.0004m   -6.6573u 
   41.14000p  700.0004m   -6.6739u 
   41.15000p  700.0004m   -6.6905u 
   41.16000p  700.0004m   -6.7072u 
   41.17000p  700.0004m   -6.7238u 
   41.18000p  700.0004m   -6.7405u 
   41.19000p  700.0004m   -6.7571u 
   41.20000p  700.0004m   -6.7737u 
   41.21000p  700.0004m   -6.7904u 
   41.22000p  700.0004m   -6.8070u 
   41.23000p  700.0004m   -6.8237u 
   41.24000p  700.0004m   -6.8403u 
   41.25000p  700.0004m   -6.8569u 
   41.26000p  700.0004m   -6.8736u 
   41.27000p  700.0004m   -6.8902u 
   41.28000p  700.0004m   -6.9069u 
   41.29000p  700.0004m   -6.9235u 
   41.30000p  700.0004m   -6.9402u 
   41.31000p  700.0004m   -6.9568u 
   41.32000p  700.0004m   -6.9734u 
   41.33000p  700.0004m   -6.9901u 
   41.34000p  700.0004m   -7.0067u 
   41.35000p  700.0004m   -7.0234u 
   41.36000p  700.0004m   -7.0400u 
   41.37000p  700.0004m   -7.0566u 
   41.38000p  700.0004m   -7.0733u 
   41.39000p  700.0004m   -7.0899u 
   41.40000p  700.0004m   -7.1066u 
   41.41000p  700.0004m   -7.1232u 
   41.42000p  700.0004m   -7.1398u 
   41.43000p  700.0004m   -7.1565u 
   41.44000p  700.0004m   -7.1731u 
   41.45000p  700.0004m   -7.1898u 
   41.46000p  700.0004m   -7.2064u 
   41.47000p  700.0004m   -7.2230u 
   41.48000p  700.0004m   -7.2397u 
   41.49000p  700.0004m   -7.2563u 
   41.50000p  700.0004m   -7.2730u 
   41.51000p  700.0004m   -7.2896u 
   41.52000p  700.0004m   -7.3063u 
   41.53000p  700.0004m   -7.3229u 
   41.54000p  700.0004m   -7.3395u 
   41.55000p  700.0004m   -7.3562u 
   41.56000p  700.0004m   -7.3728u 
   41.57000p  700.0004m   -7.3895u 
   41.58000p  700.0004m   -7.4061u 
   41.59000p  700.0004m   -7.4227u 
   41.60000p  700.0004m   -7.4394u 
   41.61000p  700.0004m   -7.4560u 
   41.62000p  700.0004m   -7.4727u 
   41.63000p  700.0004m   -7.4893u 
   41.64000p  700.0004m   -7.5059u 
   41.65000p  700.0004m   -7.5226u 
   41.66000p  700.0004m   -7.5392u 
   41.67000p  700.0004m   -7.5559u 
   41.68000p  700.0004m   -7.5725u 
   41.69000p  700.0004m   -7.5891u 
   41.70000p  700.0004m   -7.6058u 
   41.71000p  700.0004m   -7.6224u 
   41.72000p  700.0004m   -7.6391u 
   41.73000p  700.0004m   -7.6557u 
   41.74000p  700.0004m   -7.6723u 
   41.75000p  700.0004m   -7.6890u 
   41.76000p  700.0004m   -7.7056u 
   41.77000p  700.0004m   -7.7223u 
   41.78000p  700.0004m   -7.7389u 
   41.79000p  700.0004m   -7.7556u 
   41.80000p  700.0004m   -7.7722u 
   41.81000p  700.0004m   -7.7888u 
   41.82000p  700.0004m   -7.8055u 
   41.83000p  700.0004m   -7.8221u 
   41.84000p  700.0004m   -7.8388u 
   41.85000p  700.0004m   -7.8554u 
   41.86000p  700.0004m   -7.8720u 
   41.87000p  700.0004m   -7.8887u 
   41.88000p  700.0004m   -7.9053u 
   41.89000p  700.0004m   -7.9220u 
   41.90000p  700.0004m   -7.9386u 
   41.91000p  700.0004m   -7.9552u 
   41.92000p  700.0004m   -7.9719u 
   41.93000p  700.0004m   -7.9885u 
   41.94000p  700.0004m   -8.0052u 
   41.95000p  700.0004m   -8.0218u 
   41.96000p  700.0004m   -8.0384u 
   41.97000p  700.0004m   -8.0551u 
   41.98000p  700.0004m   -8.0717u 
   41.99000p  700.0004m   -8.0884u 
   42.00000p  700.0004m   -8.1050u 
   42.01000p  700.0004m   -8.1217u 
   42.02000p  700.0004m   -8.1383u 
   42.03000p  700.0004m   -8.1549u 
   42.04000p  700.0004m   -8.1495u 
   42.05000p  700.0004m   -8.1366u 
   42.06000p  700.0004m   -8.1238u 
   42.07000p  700.0004m   -8.1109u 
   42.08000p  700.0004m   -8.0980u 
   42.09000p  700.0004m   -8.0852u 
   42.10000p  700.0004m   -8.0723u 
   42.11000p  700.0004m   -8.0594u 
   42.12000p  700.0004m   -8.0466u 
   42.13000p  700.0004m   -8.0337u 
   42.14000p  700.0004m   -8.0208u 
   42.15000p  700.0004m   -8.0080u 
   42.16000p  700.0004m   -7.9951u 
   42.17000p  700.0004m   -7.9822u 
   42.18000p  700.0004m   -7.9694u 
   42.19000p  700.0004m   -7.9565u 
   42.20000p  700.0004m   -7.9436u 
   42.21000p  700.0004m   -7.9308u 
   42.22000p  700.0004m   -7.9179u 
   42.23000p  700.0004m   -7.9050u 
   42.24000p  700.0004m   -7.8922u 
   42.25000p  700.0004m   -7.8793u 
   42.26000p  700.0004m   -7.8664u 
   42.27000p  700.0004m   -7.8536u 
   42.28000p  700.0004m   -7.8407u 
   42.29000p  700.0004m   -7.8278u 
   42.30000p  700.0004m   -7.8150u 
   42.31000p  700.0004m   -7.8021u 
   42.32000p  700.0004m   -7.7892u 
   42.33000p  700.0004m   -7.7764u 
   42.34000p  700.0004m   -7.7635u 
   42.35000p  700.0004m   -7.7506u 
   42.36000p  700.0004m   -7.7378u 
   42.37000p  700.0004m   -7.7249u 
   42.38000p  700.0004m   -7.7120u 
   42.39000p  700.0004m   -7.6992u 
   42.40000p  700.0004m   -7.6863u 
   42.41000p  700.0004m   -7.6734u 
   42.42000p  700.0004m   -7.6606u 
   42.43000p  700.0004m   -7.6477u 
   42.44000p  700.0004m   -7.6348u 
   42.45000p  700.0004m   -7.6220u 
   42.46000p  700.0004m   -7.6091u 
   42.47000p  700.0004m   -7.5962u 
   42.48000p  700.0004m   -7.5834u 
   42.49000p  700.0004m   -7.5705u 
   42.50000p  700.0004m   -7.5576u 
   42.51000p  700.0004m   -7.5448u 
   42.52000p  700.0004m   -7.5319u 
   42.53000p  700.0004m   -7.5190u 
   42.54000p  700.0004m   -7.5062u 
   42.55000p  700.0004m   -7.4933u 
   42.56000p  700.0004m   -7.4804u 
   42.57000p  700.0004m   -7.4676u 
   42.58000p  700.0004m   -7.4547u 
   42.59000p  700.0004m   -7.4418u 
   42.60000p  700.0004m   -7.4290u 
   42.61000p  700.0004m   -7.4161u 
   42.62000p  700.0004m   -7.4032u 
   42.63000p  700.0004m   -7.3904u 
   42.64000p  700.0004m   -7.3775u 
   42.65000p  700.0004m   -7.3646u 
   42.66000p  700.0004m   -7.3518u 
   42.67000p  700.0004m   -7.3389u 
   42.68000p  700.0004m   -7.3260u 
   42.69000p  700.0004m   -7.3132u 
   42.70000p  700.0004m   -7.3003u 
   42.71000p  700.0004m   -7.2874u 
   42.72000p  700.0004m   -7.2746u 
   42.73000p  700.0004m   -7.2617u 
   42.74000p  700.0004m   -7.2488u 
   42.75000p  700.0004m   -7.2360u 
   42.76000p  700.0004m   -7.2231u 
   42.77000p  700.0004m   -7.2102u 
   42.78000p  700.0004m   -7.1973u 
   42.79000p  700.0004m   -7.1845u 
   42.80000p  700.0004m   -7.1716u 
   42.81000p  700.0004m   -7.1587u 
   42.82000p  700.0004m   -7.1459u 
   42.83000p  700.0004m   -7.1330u 
   42.84000p  700.0004m   -7.1201u 
   42.85000p  700.0004m   -7.1073u 
   42.86000p  700.0004m   -7.0944u 
   42.87000p  700.0004m   -7.0815u 
   42.88000p  700.0004m   -7.0687u 
   42.89000p  700.0004m   -7.0558u 
   42.90000p  700.0004m   -7.0429u 
   42.91000p  700.0004m   -7.0301u 
   42.92000p  700.0004m   -7.0172u 
   42.93000p  700.0004m   -7.0043u 
   42.94000p  700.0004m   -6.9915u 
   42.95000p  700.0004m   -6.9786u 
   42.96000p  700.0004m   -6.9657u 
   42.97000p  700.0004m   -6.9529u 
   42.98000p  700.0004m   -6.9400u 
   42.99000p  700.0004m   -6.9271u 
   43.00000p  700.0004m   -6.9143u 
   43.01000p  700.0004m   -6.9014u 
   43.02000p  700.0004m   -6.8885u 
   43.03000p  700.0004m   -6.8757u 
   43.04000p  700.0004m   -6.8628u 
   43.05000p  700.0004m   -6.8499u 
   43.06000p  700.0004m   -6.8371u 
   43.07000p  700.0004m   -6.8242u 
   43.08000p  700.0003m   -6.8113u 
   43.09000p  700.0003m   -6.7985u 
   43.10000p  700.0003m   -6.7856u 
   43.11000p  700.0003m   -6.7727u 
   43.12000p  700.0003m   -6.7599u 
   43.13000p  700.0003m   -6.7470u 
   43.14000p  700.0003m   -6.7341u 
   43.15000p  700.0003m   -6.7213u 
   43.16000p  700.0003m   -6.7084u 
   43.17000p  700.0003m   -6.6955u 
   43.18000p  700.0003m   -6.6827u 
   43.19000p  700.0003m   -6.6698u 
   43.20000p  700.0003m   -6.6569u 
   43.21000p  700.0003m   -6.6441u 
   43.22000p  700.0003m   -6.6312u 
